task_id,n,Fc_over_F,F_over_Fc,F,Fc,J,gamma_mu,zeta,simulation_time,alpha,dt,nums,timestamp
130,1,13.900000000000011,0.07194244604316541,8.50976361767728e-13,1.1828571428571428e-11,3.15402322467922e-08,0.003730695218479549,1.0065662862101696e-07,220.4149854183197,0.07,0.001,1000000,20251006_025042
131,1,14.00000000000001,0.07142857142857137,8.448979591836727e-13,1.1828571428571428e-11,3.14848568420045e-08,0.003750937622566309,1.0065662862101696e-07,219.3563015460968,0.07,0.001,1000000,20251006_025421
132,1,14.100000000000012,0.07092198581560277,8.38905775075987e-13,1.1828571428571428e-11,3.1490230962011026e-08,0.0037783748512710933,1.0065662862101696e-07,217.08024048805237,0.07,0.001,1000000,20251006_025758
133,1,14.200000000000012,0.07042253521126755,8.329979879275648e-13,1.1828571428571428e-11,3.152086063464739e-08,0.0038088730209423173,1.0065662862101696e-07,218.07275915145874,0.07,0.001,1000000,20251006_030137
134,1,14.300000000000011,0.06993006993006988,8.271728271728265e-13,1.1828571428571428e-11,3.150282898696033e-08,0.0038335018434900096,1.0065662862101696e-07,217.60870361328125,0.07,0.001,1000000,20251006_030514
135,1,14.400000000000013,0.06944444444444438,8.214285714285706e-13,1.1828571428571428e-11,3.149808899052554e-08,0.0038597287166152222,1.0065662862101696e-07,219.80167627334595,0.07,0.001,1000000,20251006_030854
136,1,14.500000000000012,0.06896551724137925,8.157635467980289e-13,1.1828571428571428e-11,3.1531847796281024e-08,0.003890697869281599,1.0065662862101696e-07,220.29412937164307,0.07,0.001,1000000,20251006_031234
137,1,14.600000000000012,0.06849315068493145,8.101761252446176e-13,1.1828571428571428e-11,3.1551004511852676e-08,0.003919910306923333,1.0065662862101696e-07,240.22883081436157,0.07,0.001,1000000,20251006_021445
138,1,14.700000000000012,0.06802721088435369,8.046647230320693e-13,1.1828571428571428e-11,3.1509247172286426e-08,0.003941535524010118,1.0065662862101696e-07,242.36338686943054,0.07,0.001,1000000,20251006_021848
139,1,14.800000000000011,0.06756756756756752,7.992277992277986e-13,1.1828571428571428e-11,3.149802135600999e-08,0.003966934885137919,1.0065662862101696e-07,244.97185802459717,0.07,0.001,1000000,20251006_022253
140,1,14.900000000000013,0.06711409395973149,7.938638542665381e-13,1.1828571428571428e-11,3.152464004211961e-08,0.003997113570641914,1.0065662862101696e-07,248.7544240951538,0.07,0.001,1000000,20251006_022702
141,1,15.000000000000012,0.06666666666666661,7.885714285714279e-13,1.1828571428571428e-11,3.1496737209618155e-08,0.004020378199379733,1.0065662862101696e-07,246.6726212501526,0.07,0.001,1000000,20251006_023108
142,2,1.0,1.0,1.1828571428571428e-11,1.1828571428571428e-11,0.00011625454896945787,0.9892818445393461,1.0065662862101696e-07,351.0541114807129,0.07,0.001,1000000,20251006_023659
143,2,1.1,0.9090909090909091,1.0753246753246752e-11,1.1828571428571428e-11,0.00010537745257203682,0.9863940958454954,1.0065662862101696e-07,357.9935007095337,0.07,0.001,1000000,20251006_024257
144,2,1.2000000000000002,0.8333333333333333,9.857142857142855e-12,1.1828571428571428e-11,9.62446449907704e-05,0.9828062378722201,1.0065662862101696e-07,361.95408058166504,0.07,0.001,1000000,20251006_024859
145,2,1.3000000000000003,0.769230769230769,9.098901098901096e-12,1.1828571428571428e-11,8.844688752282791e-05,0.9784440355270335,1.0065662862101696e-07,359.30531072616577,0.07,0.001,1000000,20251006_025459
146,2,1.4000000000000004,0.7142857142857141,8.448979591836732e-12,1.1828571428571428e-11,8.165975454968358e-05,0.9728506854167978,1.0065662862101696e-07,361.3379907608032,0.07,0.001,1000000,20251006_030100
147,2,1.5000000000000004,0.6666666666666665,7.885714285714283e-12,1.1828571428571428e-11,7.563700147484318e-05,0.9654630248591347,1.0065662862101696e-07,354.9020617008209,0.07,0.001,1000000,20251006_030655
148,2,1.6000000000000005,0.6249999999999998,7.39285714285714e-12,1.1828571428571428e-11,7.018547435530447e-05,0.9556025620754118,1.0065662862101696e-07,362.61785101890564,0.07,0.001,1000000,20251006_031258
149,2,1.7000000000000006,0.5882352941176469,6.957983193277308e-12,1.1828571428571428e-11,6.503133322714496e-05,0.9407661064342339,1.0065662862101696e-07,363.5348358154297,0.07,0.001,1000000,20251006_031901
150,2,1.8000000000000007,0.5555555555555554,6.571428571428569e-12,1.1828571428571428e-11,5.985912930047684e-05,0.9168810224571465,1.0065662862101696e-07,364.73657727241516,0.07,0.001,1000000,20251006_032506
151,2,1.9000000000000008,0.526315789473684,6.225563909774433e-12,1.1828571428571428e-11,5.3660382892378744e-05,0.867595821155973,1.0065662862101696e-07,364.3749587535858,0.07,0.001,1000000,20251006_033110
152,2,2.000000000000001,0.4999999999999998,5.9142857142857115e-12,1.1828571428571428e-11,3.716425977764153e-05,0.6325073348041411,1.0065662862101696e-07,359.7398769855499,0.07,0.001,1000000,20251006_033710
153,2,2.100000000000001,0.47619047619047594,5.632653061224486e-12,1.1828571428571428e-11,2.996636956624838e-05,0.535504974257067,1.0065662862101696e-07,360.41550970077515,0.07,0.001,1000000,20251006_034310
154,2,2.200000000000001,0.4545454545454543,5.3766233766233736e-12,1.1828571428571428e-11,2.8682321585703566e-05,0.5369663429269016,1.0065662862101696e-07,363.1732954978943,0.07,0.001,1000000,20251006_021648
155,2,2.300000000000001,0.43478260869565194,5.14285714285714e-12,1.1828571428571428e-11,2.724049485423402e-05,0.533154294943542,1.0065662862101696e-07,357.9066593647003,0.07,0.001,1000000,20251006_022246
156,2,2.4000000000000012,0.41666666666666646,4.928571428571426e-12,1.1828571428571428e-11,2.6113626006333436e-05,0.533320779248506,1.0065662862101696e-07,355.1492278575897,0.07,0.001,1000000,20251006_022842
157,2,2.5000000000000013,0.3999999999999998,4.731428571428569e-12,1.1828571428571428e-11,2.4983313102862215e-05,0.5314961497893035,1.0065662862101696e-07,350.94972920417786,0.07,0.001,1000000,20251006_023432
158,2,2.6000000000000014,0.3846153846153844,4.549450549450547e-12,1.1828571428571428e-11,2.397744960510276e-05,0.5305012581071936,1.0065662862101696e-07,355.2135934829712,0.07,0.001,1000000,20251006_024028
159,2,2.7000000000000015,0.3703703703703702,4.380952380952379e-12,1.1828571428571428e-11,2.301309083272946e-05,0.5287480748348629,1.0065662862101696e-07,358.3412079811096,0.07,0.001,1000000,20251006_024626
160,2,2.8000000000000016,0.35714285714285693,4.224489795918364e-12,1.1828571428571428e-11,2.209667133053208e-05,0.526495872241662,1.0065662862101696e-07,359.7466893196106,0.07,0.001,1000000,20251006_025226
161,2,2.9000000000000017,0.34482758620689635,4.078817733990145e-12,1.1828571428571428e-11,2.124813124372019e-05,0.5243591145705601,1.0065662862101696e-07,364.917197227478,0.07,0.001,1000000,20251006_025831
162,2,3.0000000000000018,0.33333333333333315,3.942857142857141e-12,1.1828571428571428e-11,2.044661831735286e-05,0.5219787560028368,1.0065662862101696e-07,364.2457478046417,0.07,0.001,1000000,20251006_030435
163,2,3.100000000000002,0.32258064516129015,3.815668202764975e-12,1.1828571428571428e-11,1.968408535811778e-05,0.5192625680085893,1.0065662862101696e-07,363.03303718566895,0.07,0.001,1000000,20251006_031038
164,2,3.200000000000002,0.31249999999999983,3.696428571428569e-12,1.1828571428571428e-11,1.8938101733573013e-05,0.5156992583916167,1.0065662862101696e-07,360.90550446510315,0.07,0.001,1000000,20251006_031639
165,2,3.300000000000002,0.3030303030303028,3.5844155844155817e-12,1.1828571428571428e-11,1.8243652138265093e-05,0.5123135068256257,1.0065662862101696e-07,362.86513018608093,0.07,0.001,1000000,20251006_032242
166,2,3.400000000000002,0.2941176470588234,3.4789915966386535e-12,1.1828571428571428e-11,1.7551738828092786e-05,0.5078192366372416,1.0065662862101696e-07,360.24149465560913,0.07,0.001,1000000,20251006_032842
167,2,3.500000000000002,0.28571428571428553,3.3795918367346915e-12,1.1828571428571428e-11,1.686485236762902e-05,0.502297100811105,1.0065662862101696e-07,363.1162049770355,0.07,0.001,1000000,20251006_033445
168,2,3.6000000000000023,0.2777777777777776,3.2857142857142837e-12,1.1828571428571428e-11,1.6165529244512187e-05,0.495224944147364,1.0065662862101696e-07,358.70970034599304,0.07,0.001,1000000,20251006_034044
169,2,3.7000000000000024,0.2702702702702701,3.1969111969111947e-12,1.1828571428571428e-11,1.543756715366961e-05,0.4860608781689899,1.0065662862101696e-07,362.61857652664185,0.07,0.001,1000000,20251006_034647
170,2,3.8000000000000025,0.2631578947368419,3.1127819548872156e-12,1.1828571428571428e-11,1.4556466546284171e-05,0.47070590501308385,1.0065662862101696e-07,358.8307180404663,0.07,0.001,1000000,20251006_035246
171,2,3.9000000000000026,0.2564102564102562,3.0329670329670305e-12,1.1828571428571428e-11,1.3342969426722815e-05,0.44281995276861336,1.0065662862101696e-07,318.30565118789673,0.07,0.001,1000000,20251006_021604
172,2,4.000000000000003,0.24999999999999983,2.957142857142855e-12,1.1828571428571428e-11,1.0558029249785419e-05,0.3593791982685219,1.0065662862101696e-07,321.2773742675781,0.07,0.001,1000000,20251006_022125
173,2,4.100000000000003,0.24390243902439004,2.885017421602785e-12,1.1828571428571428e-11,6.507126157283092e-07,0.022702995694212105,1.0065662862101696e-07,321.8191375732422,0.07,0.001,1000000,20251006_022647
174,2,4.200000000000003,0.23809523809523794,2.8163265306122427e-12,1.1828571428571428e-11,2.231898675868448e-08,0.0007976894500503532,1.0065662862101696e-07,318.93307662010193,0.07,0.001,1000000,20251006_023206
175,2,4.3000000000000025,0.23255813953488358,2.7508305647840515e-12,1.1828571428571428e-11,2.2172401455694726e-08,0.0008113183005646743,1.0065662862101696e-07,317.10419750213623,0.07,0.001,1000000,20251006_023723
176,2,4.400000000000003,0.22727272727272713,2.6883116883116864e-12,1.1828571428571428e-11,2.2126080008048333e-08,0.0008284517855173688,1.0065662862101696e-07,319.4482831954956,0.07,0.001,1000000,20251006_024242
177,2,4.5000000000000036,0.22222222222222204,2.628571428571426e-12,1.1828571428571428e-11,2.2140979605390398e-08,0.0008478507896802749,1.0065662862101696e-07,319.43790197372437,0.07,0.001,1000000,20251006_024802
178,2,4.600000000000003,0.21739130434782594,2.5714285714285694e-12,1.1828571428571428e-11,2.2054703397690898e-08,0.0008633147013742437,1.0065662862101696e-07,321.80487847328186,0.07,0.001,1000000,20251006_025323
179,2,4.700000000000003,0.21276595744680837,2.5167173252279616e-12,1.1828571428571428e-11,2.2164585923038832e-08,0.000886477186543728,1.0065662862101696e-07,319.62280082702637,0.07,0.001,1000000,20251006_025843
180,2,4.800000000000003,0.20833333333333318,2.4642857142857122e-12,1.1828571428571428e-11,2.2115828050621355e-08,0.0009033468310239801,1.0065662862101696e-07,321.3623468875885,0.07,0.001,1000000,20251006_030405
181,2,4.900000000000004,0.20408163265306106,2.413994169096208e-12,1.1828571428571428e-11,2.206900478288696e-08,0.0009202141607898672,1.0065662862101696e-07,320.31194853782654,0.07,0.001,1000000,20251006_030925
182,2,5.0000000000000036,0.19999999999999984,2.3657142857142835e-12,1.1828571428571428e-11,2.201398585091758e-08,0.0009366530910536802,1.0065662862101696e-07,317.13661456108093,0.07,0.001,1000000,20251006_031442
183,2,5.100000000000003,0.1960784313725489,2.3193277310924355e-12,1.1828571428571428e-11,2.2003115620523875e-08,0.0009549143951627684,1.0065662862101696e-07,323.335177898407,0.07,0.001,1000000,20251006_032005
184,2,5.200000000000004,0.19230769230769218,2.274725274725273e-12,1.1828571428571428e-11,2.198770051909419e-08,0.000972956088355726,1.0065662862101696e-07,315.2534990310669,0.07,0.001,1000000,20251006_032521
185,2,5.300000000000004,0.18867924528301872,2.2318059299191357e-12,1.1828571428571428e-11,2.1935004609926137e-08,0.0009892901453584847,1.0065662862101696e-07,317.43661308288574,0.07,0.001,1000000,20251006_033038
186,2,5.400000000000004,0.18518518518518506,2.190476190476189e-12,1.1828571428571428e-11,2.1936754906373175e-08,0.0010080364266735354,1.0065662862101696e-07,321.1512625217438,0.07,0.001,1000000,20251006_033559
187,2,5.5000000000000036,0.1818181818181817,2.1506493506493493e-12,1.1828571428571428e-11,2.197669287766252e-08,0.001028572980824197,1.0065662862101696e-07,312.10771799087524,0.07,0.001,1000000,20251006_034111
188,2,5.600000000000004,0.17857142857142844,2.1122448979591817e-12,1.1828571428571428e-11,2.1935250681437475e-08,0.0010452994270141816,1.0065662862101696e-07,359.32759714126587,0.07,0.001,1000000,20251006_021645
189,2,5.700000000000005,0.17543859649122792,2.07518796992481e-12,1.1828571428571428e-11,2.1930011795406668e-08,0.0010637113769625171,1.0065662862101696e-07,358.7669401168823,0.07,0.001,1000000,20251006_022243
190,2,5.800000000000004,0.17241379310344815,2.039408866995072e-12,1.1828571428571428e-11,2.1970456290771668e-08,0.0010843691499453666,1.0065662862101696e-07,359.1068916320801,0.07,0.001,1000000,20251006_022842
191,2,5.900000000000004,0.1694915254237287,2.004842615012105e-12,1.1828571428571428e-11,2.1956330061109458e-08,0.001102355937714453,1.0065662862101696e-07,359.2048408985138,0.07,0.001,1000000,20251006_023442
192,2,6.000000000000004,0.16666666666666655,1.97142857142857e-12,1.1828571428571428e-11,2.1883957532968875e-08,0.001117344761092688,1.0065662862101696e-07,366.3331866264343,0.07,0.001,1000000,20251006_024048
193,2,6.100000000000005,0.16393442622950807,1.93911007025761e-12,1.1828571428571428e-11,2.1861785977140353e-08,0.0011348162777581952,1.0065662862101696e-07,359.67722153663635,0.07,0.001,1000000,20251006_024648
194,2,6.200000000000005,0.16129032258064505,1.907834101382487e-12,1.1828571428571428e-11,2.188434347880319e-08,0.0011546099488233459,1.0065662862101696e-07,352.0790946483612,0.07,0.001,1000000,20251006_025240
195,2,6.300000000000004,0.1587301587301586,1.8775510204081617e-12,1.1828571428571428e-11,2.1837880822764796e-08,0.0011707417992663724,1.0065662862101696e-07,357.5663685798645,0.07,0.001,1000000,20251006_025837
196,2,6.400000000000005,0.1562499999999999,1.848214285714284e-12,1.1828571428571428e-11,2.1927201885661732e-08,0.0011941895666335708,1.0065662862101696e-07,354.33404088020325,0.07,0.001,1000000,20251006_030432
197,2,6.500000000000005,0.15384615384615372,1.819780219780218e-12,1.1828571428571428e-11,2.1887373752944973e-08,0.0012106457842506139,1.0065662862101696e-07,359.7048251628876,0.07,0.001,1000000,20251006_031032
198,2,6.600000000000005,0.1515151515151514,1.7922077922077908e-12,1.1828571428571428e-11,2.1873805450486607e-08,0.001228509060908454,1.0065662862101696e-07,353.43070340156555,0.07,0.001,1000000,20251006_031625
199,2,6.700000000000005,0.14925373134328349,1.7654584221748389e-12,1.1828571428571428e-11,2.1826545538976562e-08,0.0012444283370265084,1.0065662862101696e-07,362.76199316978455,0.07,0.001,1000000,20251006_032228
200,2,6.800000000000005,0.14705882352941166,1.7394957983193263e-12,1.1828571428571428e-11,2.1830925773057515e-08,0.0012632553583140343,1.0065662862101696e-07,360.60260486602783,0.07,0.001,1000000,20251006_032828
201,2,6.900000000000006,0.14492753623188395,1.714285714285713e-12,1.1828571428571428e-11,2.1823253211658764e-08,0.0012813821380665397,1.0065662862101696e-07,354.1921796798706,0.07,0.001,1000000,20251006_033423
202,2,7.000000000000005,0.14285714285714274,1.6897959183673454e-12,1.1828571428571428e-11,2.179434974827682e-08,0.0012982311915917144,1.0065662862101696e-07,351.7495114803314,0.07,0.001,1000000,20251006_034014
203,2,7.100000000000005,0.1408450704225351,1.6659959758551295e-12,1.1828571428571428e-11,2.178478486301458e-08,0.0013161994574564862,1.0065662862101696e-07,356.71731328964233,0.07,0.001,1000000,20251006_034611
204,2,7.2000000000000055,0.13888888888888878,1.6428571428571414e-12,1.1828571428571428e-11,2.183603492061568e-08,0.0013378775306886787,1.0065662862101696e-07,360.39883947372437,0.07,0.001,1000000,20251006_035212
205,2,7.300000000000006,0.1369863013698629,1.6203522504892353e-12,1.1828571428571428e-11,2.180068905716042e-08,0.0013542634704560763,1.0065662862101696e-07,354.27439618110657,0.07,0.001,1000000,20251006_021640
206,2,7.400000000000006,0.13513513513513503,1.5984555984555972e-12,1.1828571428571428e-11,2.180306968933975e-08,0.001372964936053547,1.0065662862101696e-07,361.9694564342499,0.07,0.001,1000000,20251006_022242
207,2,7.500000000000005,0.13333333333333325,1.577142857142856e-12,1.1828571428571428e-11,2.184105952516596e-08,0.001393943108804266,1.0065662862101696e-07,351.122065782547,0.07,0.001,1000000,20251006_022833
208,2,7.600000000000006,0.13157894736842096,1.5563909774436078e-12,1.1828571428571428e-11,2.1846850220430056e-08,0.001412903519132928,1.0065662862101696e-07,348.0973198413849,0.07,0.001,1000000,20251006_023421
209,2,7.700000000000006,0.12987012987012977,1.5361781076066777e-12,1.1828571428571428e-11,2.1779134573914028e-08,0.0014270573507319559,1.0065662862101696e-07,360.4579060077667,0.07,0.001,1000000,20251006_024021
210,2,7.800000000000006,0.1282051282051281,1.5164835164835153e-12,1.1828571428571428e-11,2.1758110691415916e-08,0.001444195102390114,1.0065662862101696e-07,362.6587688922882,0.07,0.001,1000000,20251006_024624
211,2,7.900000000000006,0.12658227848101256,1.497287522603977e-12,1.1828571428571428e-11,2.1778329352949686e-08,0.0014640696436537758,1.0065662862101696e-07,363.7387812137604,0.07,0.001,1000000,20251006_025228
212,2,8.000000000000007,0.12499999999999989,1.478571428571427e-12,1.1828571428571428e-11,2.173827487006717e-08,0.0014798753838845967,1.0065662862101696e-07,365.68878054618835,0.07,0.001,1000000,20251006_025833
213,2,8.100000000000007,0.12345679012345669,1.460317460317459e-12,1.1828571428571428e-11,2.1829052102876793e-08,0.0015046309110009822,1.0065662862101696e-07,356.4574463367462,0.07,0.001,1000000,20251006_030430
214,2,8.200000000000006,0.12195121951219502,1.4425087108013924e-12,1.1828571428571428e-11,2.1798866310767745e-08,0.0015211002707797507,1.0065662862101696e-07,360.91694474220276,0.07,0.001,1000000,20251006_031031
215,2,8.300000000000006,0.12048192771084329,1.4251290877796891e-12,1.1828571428571428e-11,2.177445366747283e-08,0.0015379260131775344,1.0065662862101696e-07,362.7975583076477,0.07,0.001,1000000,20251006_031634
216,2,8.400000000000006,0.11904761904761897,1.4081632653061214e-12,1.1828571428571428e-11,2.173741152135812e-08,0.0015538074402273987,1.0065662862101696e-07,361.8484637737274,0.07,0.001,1000000,20251006_032235
